address,lat,lng
3400 w 116th pl,41.68146748600597,-87.70547177699233
2300 s lawndale,41.849675413266795,-87.71739837763266
600 w randolph st,41.884456493219325,-87.64315216763805
1600 n milwaukee ave,41.910719941427736,-87.6780461096427
2800 n burling st,41.9327843111157,-87.64770139671258
5500 w edmunds,41.971401803222825,-87.76545893566806
1100 w madison st,41.881664460470745,-87.65454217055225
3900 n lamon av,41.951595359011186,-87.74986835901119
1100 n state st,41.902075173466436,-87.62839988816424
7300 w addison st,41.945230486005954,-87.80961119608747
200 w hobbie,41.90146000861153,-87.64303186344566
2800 n cambridge av,41.93288301681904,-87.64274268428659
2100 n keystone,41.91903151598812,-87.72786967020504
2700 s sacramento,41.84263780099835,-87.70010937763266
4000 s indiana,41.82195263968747,-87.6216183603125
6100 n claremont,41.992406968636395,-87.68853741038124
1300 n monitor,41.90390249772457,-87.77182118811031
4200 n long,41.95693060658432,-87.76224058199585
6100 s morgan,41.78323345140088,-87.64976915886038
6600 s rockwell,41.77355371717931,-87.68842677549179
2600 w 24th st,41.848364460470755,-87.69061294463039
3400 s aberdeen,41.83258416180968,-87.65346988484602
6300 s western,41.779183314177644,-87.68370801828499
1000 n keystone,41.899120994171625,-87.72743885209744
500 e 32nd st,41.836997522649696,-87.61399127699232
600 n franklin st,41.89421663336026,-87.63566834098894
2100 n halsted st,41.920127633360266,-87.64861791038125
1700 w bissell,41.91280172854761,-87.65068926340231
3400 n keating,41.94253980723735,-87.74534288789161
500 s kilbourn,41.87412564020896,-87.73774985979105
7900 s talman,41.74990500738897,-87.68901665993452
6600 s seeley,41.77374271717929,-87.67501835209744
1800 n pulaski,41.913866221478465,-87.72647686710106
100 e oak st,41.9008764857764,-87.62569354343452
1100 w bryn mawr,41.98368447879261,-87.65823094463038
8000 w willow,41.913778136450375,-87.67876948962429
700 s la salle st,41.873245878989,-87.63170782266708
400 n state st,41.88951900000001,-87.6280608953776
2100 w mclean,41.91852944323049,-87.68019311378734
1200 w 16th st,41.85977251384888,-87.65715252123604
3100 w irving park rd,41.95395447157925,-87.70578330391251
1900 n seminary,41.916234359366605,-87.65536835936659
3500 w montrose ave,41.96113047879261,-87.71587368206478
3100 n seminary av,41.938094228432014,-87.6565394775693
1800 s throop,41.85778320843673,-87.65887923552981
200 s halsted,41.87896297446478,-87.64730090316792
5500 n artesian,41.9814627485429,-87.6906689392347
5000 n milwaukee ave,41.971513972260155,-87.7640712273313
3400 n southport av,41.943555031363616,-87.66395841038124
1700 n mason,41.91122565889549,-87.77403890316789
5600 s king dr,41.792762305297494,-87.6159667793869
400 w wellington,41.93662445325739,-87.63983002553522
100 e 33rd blvd,41.8347776023796,-87.62326722355873
1600 n hudson,41.91114779779353,-87.63984939767096
2300 w 66th st,41.77385680684744,-87.68100941279059
3700 n oconto,41.946875549541225,-87.80827940316792
3800 w 57th st,41.78966548600596,-87.71832386081135
400 e 79th st,41.751176888630816,-87.6148752294744
2000 w foster,41.97610386845663,-87.67948086845661
700 w grace,41.95155698309179,-87.64814137275656
1000 n hudson,41.90050235952221,-87.64009985952221
1100 w 115th,41.68502549321932,-87.64961369608747
3900 w belmont ave,41.93922182414778,-87.72392282414779
3500 n lyndale,41.921976519061,-87.71373155042616
5700 w dickens ave,41.91810547352549,-87.76826350423426
3000 n lincoln av,41.93633372133424,-87.66402794936226
1200 n parkside,41.90219255188489,-87.76691163587746
1900 s state,41.85581405245543,-87.62718988210472
1200 w arthur,42.000564743718755,-87.66081152172531
2400 n milwaukee av,41.92476725003692,-87.70053724984463
3100 n drake,41.93752399417161,-87.71615938484602
1100 w leland av,41.96730907630496,-87.65764406822613
3200 n mobile,41.938390130295616,-87.78353954071926
3600 w 27th st,41.84262412788317,-87.71483328133594
2700 w bryn mawr,41.983161463788974,-87.6968505
600 n franklin,41.89421663336026,-87.63566834098894
2500 s trumbull,41.84611124562872,-87.71120841038125
2900 n lincoln av,41.934278300958425,-87.66125613997481
1500 w adams street,41.87895552264969,-87.66469383527613
10400 s avenue l,41.706252000000006,-87.53649731934885
